date,home_team,Home Team Goals,away_team,Away Team Goals,Home Team Initials,Away Team Initials
1994-10-12,Republic of Ireland,4,Liechtenstein,0,IRL,LIE
1994-10-12,Israel,2,Slovakia,2,ISR,SVK
1994-10-12,North Macedonia,0,Spain,2,MKD,ESP
1994-10-12,Malta,0,Czech Republic,0,MLT,CZE
1994-10-12,Moldova,3,Wales,2,MDA,WAL
1994-10-12,Norway,1,Netherlands,1,NOR,NED
1994-10-12,Poland,1,Azerbaijan,0,POL,AZE
1994-10-12,Russia,4,San Marino,0,RUS,SMR
1994-10-12,Scotland,5,Faroe Islands,1,SCO,FRO
1994-10-12,Switzerland,4,Sweden,2,SUI,SWE
1994-10-12,Turkey,5,Iceland,0,TUR,ISL
1994-10-12,Ukraine,0,Slovenia,0,UKR,SVN
1994-10-14,Algeria,1,Sudan,1,ALG,SDN
1994-10-14,Egypt,5,Tanzania,1,EGY,TAN
1994-10-14,Mauritania,1,Guinea-Bissau,1,MTN,GNB
1994-10-15,Malawi,3,Zimbabwe,1,MWI,ZIM
1994-10-15,Namibia,2,Mali,1,NAM,MLI
1994-10-15,Uganda,4,Ethiopia,1,UGA,ETH
1994-10-16,Guinea,3,Angola,1,GUI,ANG
1994-10-16,Mozambique,3,Botswana,1,MOZ,BOT
1994-10-16,Niger,1,Ghana,5,NIG,GHA
1994-10-16,Togo,2,Senegal,0,TOG,SEN
1994-10-19,Peru,0,Uruguay,1,PER,URU
1994-10-23,Oman,0,Senegal,1,OMA,SEN
1994-10-25,Oman,2,Senegal,1,OMA,SEN
1994-10-26,Estonia,0,Finland,7,EST,FIN
1994-10-26,Saudi Arabia,1,Trinidad and Tobago,0,KSA,TRI
1994-10-28,United Arab Emirates,3,Senegal,2,UAE,SEN
1994-10-29,Kuwait,0,Iceland,1,KUW,ISL
1994-11-03,United Arab Emirates,2,Qatar,0,UAE,QAT
1994-11-04,Bahrain,2,Kuwait,1,BHR,KUW
1994-11-04,Oman,1,Saudi Arabia,2,OMA,KSA
1994-11-06,Latvia,0,Estonia,0,LVA,EST
1994-11-06,United Arab Emirates,1,Saudi Arabia,1,UAE,KSA
1994-11-06,Oman,1,Bahrain,1,OMA,BHR
1994-11-07,Kuwait,1,Qatar,0,KUW,QAT
1994-11-07,Morocco,1,Cameroon,1,MAR,CMR
1994-11-09,Qatar,4,Oman,2,QAT,OMA
1994-11-09,United Arab Emirates,2,Kuwait,0,UAE,KUW
1994-11-10,Saudi Arabia,3,Bahrain,1,KSA,BHR
1994-11-11,Egypt,5,Ethiopia,0,EGY,ETH
1994-11-11,Mauritania,1,Liberia,1,MTN,LBR
1994-11-12,Gambia,1,Ghana,2,GAM,GHA
1994-11-12,Qatar,1,Saudi Arabia,2,QAT,KSA
1994-11-12,Romania,3,Slovakia,2,ROU,SVK
1994-11-12,Tanzania,2,Sudan,0,TAN,SDN
1994-11-12,Uganda,1,Algeria,1,UGA,ALG
1994-11-12,United Arab Emirates,0,Bahrain,0,UAE,BHR
1994-11-13,Gabon,3,Mauritius,0,GAB,MRI
1994-11-13,Guinea-Bissau,1,Senegal,4,GNB,SEN
1994-11-13,Lesotho,2,Cameroon,0,LES,CMR
1994-11-13,Mali,0,Angola,0,MLI,ANG
1994-11-13,Mozambique,2,Guinea,1,MOZ,GUI
1994-11-13,Niger,4,Sierra Leone,2,NIG,SLE
1994-11-13,Oman,0,Kuwait,0,OMA,KUW
1994-11-13,Portugal,1,Austria,0,POR,AUT
1994-11-13,Ukraine,3,Estonia,0,UKR,EST
1994-11-13,Zambia,1,South Africa,1,ZAM,RSA
1994-11-15,Bahrain,1,Qatar,1,BHR,QAT
1994-11-15,Grenada,1,Trinidad and Tobago,2,GRN,TRI
1994-11-15,Liechtenstein,0,Latvia,1,LIE,LVA
1994-11-16,Albania,1,Germany,2,ALB,GER
1994-11-16,Azerbaijan,0,Israel,2,AZE,ISR
1994-11-16,Belarus,0,Norway,4,BLR,NOR
1994-11-16,Belgium,1,North Macedonia,1,BEL,MKD
1994-11-16,Bulgaria,4,Moldova,1,BUL,MDA
1994-11-16,Chile,0,Argentina,3,CHI,ARG
1994-11-16,Cyprus,2,Armenia,0,CYP,ARM
1994-11-16,England,1,Nigeria,0,ENG,NGA
1994-11-16,Finland,5,Faroe Islands,0,FIN,FRO
1994-11-16,Georgia,5,Wales,0,GEO,WAL
1994-11-16,Greece,2,San Marino,0,GRE,SMR
1994-11-16,Italy,1,Croatia,2,ITA,CRO
1994-11-16,Kuwait,0,Saudi Arabia,2,KUW,KSA
1994-11-16,Netherlands,0,Czech Republic,0,NED,CZE
1994-11-16,Northern Ireland,0,Republic of Ireland,4,NIR,IRL
1994-11-16,Poland,0,France,0,POL,FRA
1994-11-16,Scotland,1,Russia,1,SCO,RUS
1994-11-16,Slovenia,1,Lithuania,2,SVN,LTU
1994-11-16,Spain,3,Denmark,0,ESP,DEN
1994-11-16,Sweden,2,Hungary,0,SWE,HUN
1994-11-16,Switzerland,1,Iceland,0,SUI,ISL
1994-11-16,United Arab Emirates,2,Oman,0,UAE,OMA
1994-11-20,Gabon,2,Zambia,1,GAB,ZAM
1994-11-29,Israel,4,Cyprus,3,ISR,CYP
1994-11-30,Cameroon,0,Ghana,1,CMR,GHA
1994-11-30,Spain,2,Finland,0,ESP,FIN
1994-12-01,Kenya,0,Tanzania,1,KEN,TAN
1994-12-01,Uganda,2,Seychelles,0,UGA,SEY
1994-12-04,South Africa,1,Cameroon,1,RSA,CMR
1994-12-04,Togo,2,Burkina Faso,0,TOG,BFA
1994-12-05,Kenya,0,Uganda,1,KEN,UGA
1994-12-08,Saudi Arabia,0,Poland,2,KSA,POL
1994-12-08,Tanzania,2,Uganda,2,TAN,UGA
1994-12-10,Saudi Arabia,1,Poland,2,KSA,POL
1994-12-14,Albania,0,Georgia,1,ALB,GEO
1994-12-14,Finland,4,San Marino,1,FIN,SMR
1994-12-14,Israel,1,Romania,1,ISR,ROU
1994-12-14,Malta,0,Norway,1,MLT,NOR
1994-12-14,Mexico,5,Hungary,1,MEX,HUN
1994-12-14,Moldova,0,Germany,3,MDA,GER
1994-12-14,Netherlands,5,Luxembourg,0,NED,LUX
1994-12-14,Turkey,1,Switzerland,2,TUR,SUI
1994-12-14,Wales,0,Bulgaria,3,WAL,BUL
1994-12-16,Tunisia,1,Algeria,0,TUN,ALG
1994-12-17,Belgium,1,Spain,4,BEL,ESP
1994-12-17,North Macedonia,3,Cyprus,0,MKD,CYP
1994-12-17,Saudi Arabia,1,Costa Rica,3,KSA,CRC
1994-12-18,Cameroon,1,Togo,1,CMR,TOG
1994-12-18,Germany,2,Albania,1,GER,ALB
1994-12-18,Greece,1,Scotland,0,GRE,SCO
1994-12-18,Portugal,8,Liechtenstein,0,POR,LIE
1994-12-21,Italy,3,Turkey,1,ITA,TUR
1994-12-25,Mali,0,Mauritania,0,MLI,MTN
1994-12-29,Liberia,0,Guinea,0,LBR,GUI
1994-12-29,Mali,0,Mauritania,0,MLI,MTN
1994-12-29,Saudi Arabia,1,Zambia,0,KSA,ZAM
1995-01-01,Guinea,3,Sierra Leone,1,GUI,SLE
1995-01-02,Mali,0,Mauritania,1,MLI,MTN
1995-01-02,Tunisia,2,Egypt,0,TUN,EGY
1995-01-04,Vietnam,1,Estonia,0,VIE,EST
1995-01-06,Japan,0,Nigeria,3,JPN,NGA
1995-01-06,Saudi Arabia,0,Mexico,2,KSA,MEX
1995-01-07,Senegal,0,Tunisia,0,SEN,TUN
1995-01-07,Sierra Leone,2,Gambia,0,SLE,GAM
1995-01-08,Angola,1,Mozambique,0,ANG,MOZ
1995-01-08,Cameroon,0,Malawi,0,CMR,MWI
1995-01-08,Congo,3,Niger,1,CGO,NIG
1995-01-08,Ethiopia,1,Tanzania,0,ETH,TAN
1995-01-08,Guinea,3,Namibia,0,GUI,NAM
1995-01-08,Japan,1,Argentina,5,JPN,ARG
1995-01-08,Saudi Arabia,0,Denmark,2,KSA,DEN
1995-01-08,Togo,0,Mauritania,0,TOG,MTN
1995-01-09,Mauritius,0,Zambia,3,MRI,ZAM
1995-01-10,Denmark,1,Mexico,1,DEN,MEX
1995-01-10,Nigeria,0,Argentina,0,NGA,ARG
1995-01-13,Denmark,2,Argentina,0,DEN,ARG
1995-01-13,Mexico,1,Nigeria,1,MEX,NGA
1995-01-18,Netherlands,0,France,1,NED,FRA
1995-01-18,Spain,2,Uruguay,2,ESP,URU
1995-01-21,Tanzania,2,Algeria,1,TAN,ALG
1995-01-21,Uganda,0,Egypt,0,UGA,EGY
1995-01-22,Botswana,1,Angola,2,BOT,ANG
1995-01-22,Ethiopia,2,Sudan,0,ETH,SDN
1995-01-22,Ghana,3,Congo,1,GHA,CGO
1995-01-22,Lesotho,0,Malawi,2,LES,MWI
1995-01-22,Liberia,1,Senegal,1,LBR,SEN
1995-01-22,Mozambique,4,Namibia,2,MOZ,NAM
1995-01-22,Niger,1,Gambia,1,NIG,GAM
1995-01-22,Zimbabwe,4,Cameroon,1,ZIM,CMR
1995-01-25,Cyprus,2,Greece,3,CYP,GRE
1995-01-26,Canada,1,Portugal,1,CAN,POR
1995-01-29,Tunisia,1,Mauritania,0,TUN,MTN
1995-02-01,Mexico,1,Uruguay,0,MEX,URU
1995-02-06,Estonia,0,Norway,7,EST,NOR
1995-02-08,Cyprus,0,Norway,2,CYP,NOR
1995-02-08,Greece,1,Romania,0,GRE,ROU
1995-02-10,Tunisia,0,Liberia,0,TUN,LBR
1995-02-11,Australia,0,Colombia,1,AUS,COL
1995-02-14,Argentina,4,Bulgaria,1,ARG,BUL
1995-02-14,Israel,4,Luxembourg,2,ISR,LUX
1995-02-15,Australia,2,Japan,1,AUS,JPN
1995-02-15,Cyprus,3,Estonia,1,CYP,EST
1995-02-15,Republic of Ireland,1,England,0,IRL,ENG
1995-02-15,Trinidad and Tobago,2,Finland,1,TRI,FIN
1995-02-15,Turkey,1,Romania,1,TUR,ROU
1995-02-17,Trinidad and Tobago,2,Finland,2,TRI,FIN
1995-02-19,Hong Kong,0,Japan,3,HKG,JPN
1995-02-21,New Zealand,3,Singapore,0,NZL,SGP
1995-02-22,Brazil,5,Slovakia,0,BRA,SVK
1995-02-22,Malta,0,Luxembourg,1,MLT,LUX
1995-02-22,Netherlands,0,Portugal,1,NED,POR
1995-02-22,Spain,0,Germany,0,ESP,GER
1995-02-22,Thailand,3,Japan,2,THA,JPN
1995-03-01,Morocco,2,Senegal,0,MAR,SEN
1995-03-08,Cyprus,3,Sweden,3,CYP,SWE
1995-03-08,Czech Republic,4,Finland,1,CZE,FIN
1995-03-08,Greece,1,Switzerland,1,GRE,SUI
1995-03-08,Hungary,3,Latvia,1,HUN,LVA
1995-03-08,Iraq,3,Uzbekistan,1,IRQ,UZB
1995-03-08,Slovakia,2,Russia,1,SVK,RUS
1995-03-08,Turkey,2,Israel,1,TUR,ISR
1995-03-10,India,0,Thailand,5,IND,THA
1995-03-12,India,1,Iraq,1,IND,IRQ
1995-03-12,Jamaica,0,Cuba,0,JAM,CUB
1995-03-14,India,1,Uzbekistan,0,IND,UZB
1995-03-14,Iraq,3,Thailand,1,IRQ,THA
1995-03-15,Poland,4,Lithuania,1,POL,LTU
1995-03-16,Thailand,0,Uzbekistan,1,THA,UZB
1995-03-22,Colombia,2,Uruguay,1,COL,URU
1995-03-23,Morocco,3,Mali,0,MAR,MLI
1995-03-24,Tahiti,3,Fiji,3,TAH,FIJ
1995-03-25,Croatia,4,Ukraine,0,CRO,UKR
1995-03-25,Italy,4,Estonia,1,ITA,EST
1995-03-25,Nepal,0,Bangladesh,2,NEP,BAN
1995-03-25,Pakistan,1,Bangladesh,0,PAK,BAN
1995-03-26,Barbados,3,Guyana,0,BRB,GUY
1995-03-26,Lebanon,1,Egypt,1,LBN,EGY
1995-03-29,Albania,3,Moldova,0,ALB,MDA
1995-03-29,Austria,5,Latvia,0,AUT,LVA
1995-03-29,Brazil,1,Honduras,1,BRA,HON
1995-03-29,Bulgaria,3,Wales,1,BUL,WAL
1995-03-29,Cyprus,1,Denmark,1,CYP,DEN
1995-03-29,Czech Republic,4,Belarus,2,CZE,BLR
1995-03-29,England,0,Uruguay,0,ENG,URU
1995-03-29,Georgia,0,Germany,2,GEO,GER
1995-03-29,Hungary,2,Switzerland,2,HUN,SUI
1995-03-29,Republic of Ireland,1,Northern Ireland,1,IRL,NIR
1995-03-29,Israel,0,France,0,ISR,FRA
1995-03-29,Lithuania,0,Croatia,0,LTU,CRO
1995-03-29,Luxembourg,0,Norway,2,LUX,NOR
1995-03-29,Mexico,1,Chile,2,MEX,CHI
1995-03-29,Nepal,2,Pakistan,0,NEP,PAK
1995-03-29,Netherlands,4,Malta,0,NED,MLT
1995-03-29,Romania,2,Poland,1,ROU,POL
1995-03-29,Russia,0,Scotland,0,RUS,SCO
1995-03-29,San Marino,0,Finland,2,SMR,FIN
1995-03-29,Slovakia,4,Azerbaijan,1,SVK,AZE
1995-03-29,Slovenia,3,Estonia,0,SVN,EST
1995-03-29,Spain,1,Belgium,1,ESP,BEL
1995-03-29,Sri Lanka,2,India,2,SRI,IND
1995-03-29,Turkey,2,Sweden,1,TUR,SWE
1995-03-29,Ukraine,0,Italy,2,UKR,ITA
1995-03-30,Tahiti,3,Fiji,0,TAH,FIJ
1995-03-31,India,0,Bangladesh,0,IND,BAN
1995-03-31,Sri Lanka,2,Nepal,1,SRI,NEP
1995-03-31,Syria,1,Egypt,2,SYR,EGY
1995-04-02,Gabon,7,Benin,0,GAB,BEN
1995-04-02,Guyana,0,Barbados,4,GUY,BRB
1995-04-02,Sri Lanka,1,India,0,SRI,IND
1995-04-03,Bolivia,0,Venezuela,0,BOL,VEN
1995-04-05,Uruguay,1,Peru,0,URU,PER
1995-04-07,Mauritania,0,Senegal,1,MTN,SEN
1995-04-08,Sierra Leone,1,Ghana,0,SLE,GHA
1995-04-08,Uganda,2,Tanzania,0,UGA,TAN
1995-04-08,Zambia,1,Gabon,0,ZAM,GAB
1995-04-09,Gambia,1,Congo,1,GAM,CGO
1995-04-09,Guinea,5,Botswana,0,GUI,BOT
1995-04-09,Lesotho,0,Zimbabwe,2,LES,ZIM
1995-04-09,Morocco,0,Burkina Faso,0,MAR,BFA
1995-04-09,Mozambique,1,Mali,0,MOZ,MLI
1995-04-09,Togo,0,Liberia,0,TOG,LBR
1995-04-12,North Macedonia,0,Bulgaria,0,MKD,BUL
1995-04-14,Egypt,1,Tunisia,0,EGY,TUN
1995-04-19,Peru,6,Chile,0,PER,CHI
1995-04-22,Chile,1,Iceland,1,CHI,ISL
1995-04-22,Congo,0,Sierra Leone,2,CGO,SLE
1995-04-22,Senegal,5,Togo,1,SEN,TOG
1995-04-22,Tanzania,1,Egypt,2,TAN,EGY
1995-04-23,Angola,3,Guinea,0,ANG,GUI
1995-04-23,Botswana,0,Mozambique,3,BOT,MOZ
1995-04-23,Ethiopia,0,Uganda,0,ETH,UGA
1995-04-23,Ghana,1,Niger,0,GHA,NIG
1995-04-23,Liberia,1,Tunisia,0,LBR,TUN
1995-04-23,Mali,2,Namibia,0,MLI,NAM
1995-04-23,Zimbabwe,1,Malawi,1,ZIM,MWI
1995-04-24,Sudan,2,Algeria,0,SDN,ALG
1995-04-25,Poland,4,Israel,3,POL,ISR
1995-04-26,Armenia,0,Spain,2,ARM,ESP
1995-04-26,Austria,7,Liechtenstein,0,AUT,LIE
1995-04-26,Azerbaijan,1,Romania,4,AZE,ROU
1995-04-26,Belarus,1,Malta,1,BLR,MLT
1995-04-26,Belgium,2,Cyprus,0,BEL,CYP
1995-04-26,Croatia,2,Slovenia,0,CRO,SVN
1995-04-26,Czech Republic,3,Netherlands,1,CZE,NED
1995-04-26,Denmark,1,North Macedonia,0,DEN,MKD
1995-04-26,Estonia,0,Ukraine,1,EST,UKR
1995-04-26,Faroe Islands,0,Finland,4,FRO,FIN
1995-04-26,France,4,Slovakia,0,FRA,SVK
1995-04-26,Georgia,2,Albania,0,GEO,ALB
1995-04-26,Germany,1,Wales,1,GER,WAL
1995-04-26,Greece,0,Russia,3,GRE,RUS
1995-04-26,Hungary,1,Sweden,0,HUN,SWE
1995-04-26,Republic of Ireland,1,Portugal,0,IRL,POR
1995-04-26,Latvia,0,Northern Ireland,1,LVA,NIR
1995-04-26,Lithuania,0,Italy,1,LTU,ITA
1995-04-26,Moldova,0,Bulgaria,3,MDA,BUL
1995-04-26,Norway,5,Luxembourg,0,NOR,LUX
1995-04-26,San Marino,0,Scotland,2,SMR,SCO
1995-04-26,Switzerland,1,Turkey,2,SUI,TUR
1995-05-04,Kuwait,2,Mali,1,KUW,MLI
1995-05-06,Russia,3,Faroe Islands,0,RUS,FRO
1995-05-08,Slovakia,1,Czech Republic,1,SVK,CZE
1995-05-10,Armenia,2,North Macedonia,2,ARM,MKD
1995-05-13,South Africa,1,Argentina,1,RSA,ARG
1995-05-13,Togo,3,Benin,0,TOG,BEN
1995-05-14,Bolivia,1,Paraguay,1,BOL,PAR
1995-05-17,Israel,1,Brazil,2,ISR,BRA
1995-05-17,Lithuania,2,Greece,1,LTU,GRE
1995-05-18,Morocco,0,Egypt,0,MAR,EGY
1995-05-19,Latvia,2,Estonia,0,LVA,EST
1995-05-20,Estonia,0,Lithuania,7,EST,LTU
1995-05-21,Japan,0,Scotland,0,JPN,SCO
1995-05-21,Latvia,2,Lithuania,0,LVA,LTU
1995-05-22,Canada,2,Northern Ireland,0,CAN,NIR
1995-05-23,Dominican Republic,3,Puerto Rico,1,DOM,PUR
1995-05-24,Ecuador,1,Scotland,2,ECU,SCO
1995-05-25,Chile,2,Northern Ireland,1,CHI,NIR
1995-05-25,Dominican Republic,0,Cuba,3,DOM,CUB
1995-05-25,Faroe Islands,3,San Marino,0,FRO,SMR
1995-05-25,Liberia,3,Mali,2,LBR,MLI
1995-05-25,Norway,3,Ghana,2,NOR,GHA
1995-05-27,Cuba,9,Puerto Rico,0,CUB,PUR
1995-05-28,Canada,1,Chile,2,CAN,CHI
1995-05-28,Japan,3,Ecuador,0,JPN,ECU
1995-05-31,Argentina,1,Peru,0,ARG,PER
1995-05-31,Finland,0,Denmark,1,FIN,DEN
1995-06-01,Sweden,1,Iceland,1,SWE,ISL
1995-06-02,Algeria,1,Uganda,1,ALG,UGA
1995-06-03,England,2,Japan,1,ENG,JPN
1995-06-03,Liechtenstein,0,Republic of Ireland,0,LIE,IRL
1995-06-03,Portugal,3,Latvia,2,POR,LVA
1995-06-03,Sierra Leone,5,Niger,1,SLE,NIG
1995-06-03,Sudan,2,Tanzania,1,SDN,TAN
1995-06-04,Angola,1,Mali,0,ANG,MLI
1995-06-04,Botswana,1,Namibia,1,BOT,NAM
1995-06-04,Brazil,1,Sweden,0,BRA,SWE
1995-06-04,Cameroon,4,Lesotho,1,CMR,LES
1995-06-04,Canada,1,Turkey,3,CAN,TUR
1995-06-04,Ecuador,4,Zambia,1,ECU,ZAM
1995-06-04,Ethiopia,0,Egypt,2,ETH,EGY
1995-06-04,Guinea,0,Mozambique,0,GUI,MOZ
1995-06-04,Liberia,2,Mauritania,0,LBR,MTN
1995-06-04,Mauritius,0,Gabon,3,MRI,GAB
1995-06-04,Togo,0,Tunisia,1,TOG,TUN
1995-06-06,Brazil,3,Japan,0,BRA,JPN
1995-06-07,Belarus,1,Netherlands,0,BLR,NED
1995-06-07,Bulgaria,3,Germany,2,BUL,GER
1995-06-07,Canada,0,Turkey,3,CAN,TUR
1995-06-07,Denmark,4,Cyprus,0,DEN,CYP
1995-06-07,Faroe Islands,0,Scotland,2,FRO,SCO
1995-06-07,Lithuania,2,Slovenia,1,LTU,SVN
1995-06-07,Luxembourg,1,Czech Republic,0,LUX,CZE
1995-06-07,North Macedonia,0,Belgium,5,MKD,BEL
1995-06-07,Moldova,2,Albania,3,MDA,ALB
1995-06-07,Northern Ireland,1,Latvia,2,NIR,LVA
1995-06-07,Norway,2,Malta,0,NOR,MLT
1995-06-07,Romania,2,Israel,1,ROU,ISR
1995-06-07,San Marino,0,Russia,7,SMR,RUS
1995-06-07,Spain,1,Armenia,0,ESP,ARM
1995-06-07,Wales,0,Georgia,1,WAL,GEO
1995-06-08,England,3,Sweden,3,ENG,SWE
1995-06-09,Paraguay,0,Bolivia,0,PAR,BOL
1995-06-09,Tahiti,2,New Zealand,1,TAH,NZL
1995-06-10,Costa Rica,1,Ecuador,2,CRC,ECU
1995-06-10,Sweden,2,Japan,2,SWE,JPN
1995-06-11,England,1,Brazil,3,ENG,BRA
1995-06-11,Estonia,1,Slovenia,3,EST,SVN
1995-06-11,Finland,2,Greece,1,FIN,GRE
1995-06-11,Honduras,0,Turkey,1,HON,TUR
1995-06-11,Iceland,2,Hungary,1,ISL,HUN
1995-06-11,Republic of Ireland,1,Austria,3,IRL,AUT
1995-06-11,Ukraine,1,Croatia,0,UKR,CRO
1995-06-12,Ecuador,1,Zambia,0,ECU,ZAM
1995-06-14,Argentina,2,Paraguay,1,ARG,PAR
1995-06-17,Colombia,1,Nigeria,0,COL,NGA
1995-06-18,Australia,2,Ghana,1,AUS,GHA
1995-06-18,Venezuela,1,Bolivia,3,VEN,BOL
1995-06-19,Chile,0,Paraguay,1,CHI,PAR
1995-06-19,Switzerland,0,Italy,1,SUI,ITA
1995-06-20,New Zealand,1,Turkey,2,NZL,TUR
1995-06-21,Australia,1,Ghana,0,AUS,GHA
1995-06-21,Germany,2,Italy,0,GER,ITA
1995-06-21,Mexico,0,Colombia,0,MEX,COL
1995-06-22,Chile,0,Turkey,0,CHI,TUR
1995-06-22,Paraguay,3,New Zealand,2,PAR,NZL
1995-06-23,Switzerland,1,Germany,2,SUI,GER
1995-06-24,Australia,0,Ghana,1,AUS,GHA
1995-06-24,Mexico,2,Nigeria,1,MEX,NGA
1995-06-25,Mozambique,3,Zimbabwe,1,MOZ,ZIM
1995-06-25,Uruguay,7,New Zealand,0,URU,NZL
1995-06-28,Uruguay,2,New Zealand,2,URU,NZL
1995-06-30,Argentina,2,Australia,0,ARG,AUS
1995-06-30,Paraguay,1,Ecuador,0,PAR,ECU
1995-07-01,Peru,4,Bolivia,1,PER,BOL
1995-07-02,Iceland,2,Faroe Islands,0,ISL,FRO
1995-07-05,Uruguay,4,Venezuela,1,URU,VEN
1995-07-06,Mexico,1,Paraguay,2,MEX,PAR
1995-07-07,Brazil,1,Ecuador,0,BRA,ECU
1995-07-07,Colombia,1,Peru,1,COL,PER
1995-07-08,Argentina,2,Bolivia,1,ARG,BOL
1995-07-09,Mexico,3,Venezuela,1,MEX,VEN
1995-07-09,Syria,0,Egypt,0,SYR,EGY
1995-07-09,Uruguay,1,Paraguay,0,URU,PAR
1995-07-10,Brazil,2,Peru,0,BRA,PER
1995-07-10,Colombia,1,Ecuador,0,COL,ECU
1995-07-11,Argentina,4,Chile,0,ARG,CHI
1995-07-12,Paraguay,3,Venezuela,2,PAR,VEN
1995-07-13,Brazil,3,Colombia,0,BRA,COL
1995-07-13,Peru,1,Ecuador,2,PER,ECU
1995-07-13,Uruguay,1,Mexico,1,URU,MEX
1995-07-14,Chile,2,Bolivia,2,CHI,BOL
1995-07-14,Egypt,1,Algeria,1,EGY,ALG
1995-07-14,Mauritania,2,Togo,1,MTN,TOG
1995-07-15,Tanzania,2,Ethiopia,0,TAN,ETH
1995-07-15,Tunisia,4,Senegal,0,TUN,SEN
1995-07-15,Uganda,2,Sudan,0,UGA,SDN
1995-07-15,Zambia,2,Mauritius,0,ZAM,MRI
1995-07-16,Malawi,1,Cameroon,3,MWI,CMR
1995-07-16,Mali,4,Botswana,0,MLI,BOT
1995-07-16,Mozambique,2,Angola,1,MOZ,ANG
1995-07-16,Paraguay,1,Colombia,1,PAR,COL
1995-07-16,Uruguay,2,Bolivia,1,URU,BOL
1995-07-17,Brazil,2,Argentina,2,BRA,ARG
1995-07-19,Trinidad and Tobago,2,Cuba,0,TRI,CUB
1995-07-19,Uruguay,2,Colombia,0,URU,COL
1995-07-21,Cayman Islands,2,Antigua and Barbuda,0,CAY,ATG
1995-07-21,Jamaica,1,Cuba,2,JAM,CUB
1995-07-21,Malaysia,1,Iraq,2,MAS,IRQ
1995-07-22,Algeria,2,Tunisia,1,ALG,TUN
1995-07-22,Norway,0,France,0,NOR,FRA
1995-07-23,Jamaica,1,Trinidad and Tobago,0,JAM,TRI
1995-07-23,Uruguay,1,Brazil,1,URU,BRA
1995-07-28,Cayman Islands,2,Trinidad and Tobago,9,CAY,TRI
1995-07-29,Lithuania,1,Belarus,1,LTU,BLR
1995-07-30,Algeria,2,Tanzania,1,ALG,TAN
1995-07-30,Angola,4,Botswana,0,ANG,BOT
1995-07-30,Cameroon,1,Zimbabwe,0,CMR,ZIM
1995-07-30,Cayman Islands,0,Cuba,3,CAY,CUB
1995-07-30,Congo,0,Ghana,2,CGO,GHA
1995-07-30,Egypt,6,Uganda,0,EGY,UGA
1995-07-30,Guinea,4,Mali,1,GUI,MLI
1995-07-30,Mauritania,0,Tunisia,0,MTN,TUN
1995-07-30,Namibia,0,Mozambique,0,NAM,MOZ
1995-07-30,Senegal,3,Liberia,0,SEN,LBR
1995-07-30,Sudan,3,Ethiopia,0,SDN,ETH
1995-08-01,Canada,3,Jamaica,1,CAN,JAM
1995-08-01,Indonesia,0,Singapore,0,IDN,SGP
1995-08-03,Canada,3,Trinidad and Tobago,1,CAN,TRI
1995-08-06,Jamaica,1,Trinidad and Tobago,0,JAM,TRI
1995-08-06,Japan,3,Costa Rica,0,JPN,CRC
1995-08-09,Japan,1,Brazil,5,JPN,BRA
1995-08-15,Liechtenstein,0,Portugal,7,LIE,POR
1995-08-16,Armenia,0,Denmark,2,ARM,DEN
1995-08-16,Azerbaijan,0,Slovakia,1,AZE,SVK
1995-08-16,Estonia,0,Lithuania,1,EST,LTU
1995-08-16,Finland,0,Russia,6,FIN,RUS
1995-08-16,France,1,Poland,1,FRA,POL
1995-08-16,Hungary,0,Israel,2,HUN,ISR
1995-08-16,Iceland,0,Switzerland,2,ISL,SUI
1995-08-16,Latvia,3,Austria,2,LVA,AUT
1995-08-16,Malta,2,Albania,1,MLT,ALB
1995-08-16,Norway,1,Czech Republic,1,NOR,CZE
1995-08-16,Scotland,1,Greece,0,SCO,GRE
1995-08-18,Jamaica,1,Zambia,1,JAM,ZAM
1995-08-19,Tahiti,4,Solomon Islands,2,TAH,SOL
1995-08-20,Jamaica,3,Zambia,1,JAM,ZAM
1995-08-22,Fiji,3,Vanuatu,1,FIJ,VAN
1995-08-23,Belgium,1,Germany,2,BEL,GER
1995-08-24,Fiji,3,Solomon Islands,3,FIJ,SOL
1995-08-24,Tahiti,3,Vanuatu,0,TAH,VAN
1995-08-26,Fiji,3,Vanuatu,0,FIJ,VAN
1995-08-26,Tahiti,2,Solomon Islands,0,TAH,SOL
1995-08-30,Turkey,2,North Macedonia,1,TUR,MKD
1995-09-03,Croatia,7,Estonia,1,CRO,EST
1995-09-03,Portugal,1,Northern Ireland,1,POR,NIR
1995-09-06,Albania,1,Bulgaria,1,ALB,BUL
1995-09-06,Austria,3,Republic of Ireland,1,AUT,IRL
1995-09-06,Belgium,1,Denmark,3,BEL,DEN
1995-09-06,Czech Republic,2,Norway,0,CZE,NOR
1995-09-06,England,0,Colombia,0,ENG,COL
1995-09-06,Faroe Islands,2,Russia,5,FRO,RUS
1995-09-06,France,10,Azerbaijan,0,FRA,AZE
1995-09-06,Germany,4,Georgia,1,GER,GEO
1995-09-06,Italy,1,Slovenia,0,ITA,SVN
1995-09-06,Latvia,1,Liechtenstein,0,LVA,LIE
1995-09-06,Lithuania,1,Ukraine,3,LTU,UKR
1995-09-06,Luxembourg,1,Malta,0,LUX,MLT
1995-09-06,North Macedonia,1,Armenia,2,MKD,ARM
1995-09-06,Netherlands,1,Belarus,0,NED,BLR
